**** Planta:  102 GUATAPE      Penal:          -1.
A~NO ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12 .....13 .....14 .....15 .....16 .....17 .....18 .....19 .....20 .....21 .....22 .....23 .....24 .....25 .....26 .....27 .....28 .....29 .....30 .....31 .....32 .....33 .....34 .....35 .....36 .....37 .....38 .....39 .....40 .....41 .....42 .....43 .....44 .....45 .....46 .....47 .....48 .....49 .....50 .....51 .....52
2019                                                                                                                                                                                                     190  199.14  204.07  208.99  213.92  218.85   222.4  224.92  227.43  229.95  232.67  236.62  240.56   244.5  248.45   256.7  265.67  274.64   283.6  294.84  309.09  323.34  337.59  349.26  345.48   341.7  337.92  334.14
2020  323.23  309.47   295.7  281.94  266.44   246.6  226.76  206.92  187.67     172  156.32  140.65  124.98     118  114.51  111.01  107.52  110.79  123.09  135.39  147.68  159.98  169.12  178.25     190  199.14  204.07  208.99  213.92  218.85   222.4  224.92  227.43  229.95  232.67  236.62  240.56   244.5  248.45   256.7  265.67  274.64   283.6  294.84  309.09  323.34  337.59  349.26  345.48   341.7  337.92  334.14
2021  323.23  309.47   295.7  281.94  266.44   246.6  226.76  206.92  187.67     172  156.32  140.65  124.98     118  114.51  111.01  107.52  110.79  123.09  135.39  147.68  159.98  169.12  178.25     190  199.14  204.07  208.99  213.92  218.85   222.4  224.92  227.43  229.95  232.67  236.62  240.56   244.5  248.45   256.7  265.67  274.64   283.6  294.84  309.09  323.34  337.59  349.26  345.48   341.7  337.92  334.14
2022  323.23  309.47   295.7  281.94  266.44   246.6  226.76  206.92  187.67     172  156.32  140.65  124.98     118  114.51  111.01  107.52  110.79  123.09  135.39  147.68  159.98  169.12  178.25                                                                                                                                                                                                                                
**** Planta:  503 MUNA         Penal:          -1.
A~NO ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12 .....13 .....14 .....15 .....16 .....17 .....18 .....19 .....20 .....21 .....22 .....23 .....24 .....25 .....26 .....27 .....28 .....29 .....30 .....31 .....32 .....33 .....34 .....35 .....36 .....37 .....38 .....39 .....40 .....41 .....42 .....43 .....44 .....45 .....46 .....47 .....48 .....49 .....50 .....51 .....52
2019                                                                                                                                                                                                    3.67    3.82    4.16    4.53     4.9    5.27    5.52    5.61    5.69    5.78    5.86    5.81    5.75    5.69    5.63    5.59    5.56    5.53    5.51    5.54       6    6.46    6.92     7.3    7.19    7.08    6.97    6.85
2020    6.53    6.12    5.71     5.3    4.84    4.71    4.59    4.47    4.35    4.23    4.12    4.01    3.89    3.81    3.75    3.69    3.63    3.56    3.48    3.39    3.31    3.22    3.34    3.48    3.67    3.82    4.16    4.53     4.9    5.27    5.52    5.61    5.69    5.78    5.86    5.81    5.75    5.69    5.63    5.59    5.56    5.53    5.51    5.54       6    6.46    6.92     7.3    7.19    7.08    6.97    6.85
2021    6.53    6.12    5.71     5.3    4.84    4.71    4.59    4.47    4.35    4.23    4.12    4.01    3.89    3.81    3.75    3.69    3.63    3.56    3.48    3.39    3.31    3.22    3.34    3.48    3.67    3.82    4.16    4.53     4.9    5.27    5.52    5.61    5.69    5.78    5.86    5.81    5.75    5.69    5.63    5.59    5.56    5.53    5.51    5.54       6    6.46    6.92     7.3    7.19    7.08    6.97    6.85
